,key,uid,ctr,coord,lbl,guid,subcl
51,53,53,"[22251, 25499]","[[22226 25474]
 [22276 25524]]",2,eb2cf41f-541d-4d96-9497-5d91fea35b1b,42
252,30119,30119,"[36841, 43752]","[[36816 43727]
 [36866 43777]]",2,b96be7f9-3b04-4396-8530-2db1ef213fa9,42
242,30109,30109,"[25305, 40122]","[[25280 40097]
 [25330 40147]]",2,37e24163-7ee1-4380-adf9-91f51de0b9af,42
115,121,121,"[6735, 36073]","[[ 6710 36048]
 [ 6760 36098]]",2,e86e1720-eb69-495d-bcc6-01e7b4cb879d,42
201,1409,1409,"[10807, 37109]","[[10782 37084]
 [10832 37134]]",2,e0a9f236-f277-4011-9b3b-f8972cd66503,42
149,161,161,"[32911, 48989]","[[32886 48964]
 [32936 49014]]",2,24ec2bb8-b848-431b-a5ca-11952b4c388d,42
99,104,104,"[11166, 35831]","[[11141 35806]
 [11191 35856]]",2,7e538efe-7c4c-4f7b-8f22-c10d61c27366,42
147,159,159,"[30237, 48493]","[[30212 48468]
 [30262 48518]]",2,9dcdde06-da45-419e-b152-8b54d02a4e26,42
100,105,105,"[14293, 34679]","[[14268 34654]
 [14318 34704]]",2,8d2b7434-407e-4d3f-b61b-fceb0b27d5c6,42
101,106,106,"[23996, 35202]","[[23971 35177]
 [24021 35227]]",2,d819ba1a-ff85-40bd-8e39-faf42117c8a4,42
143,155,155,"[34567, 45582]","[[34542 45557]
 [34592 45607]]",2,d5199783-ba31-4564-996e-56020133ab01,42
142,154,154,"[32861, 45897]","[[32836 45872]
 [32886 45922]]",2,4f726075-86ac-411e-b2e8-49430a860af0,42
141,153,153,"[39061, 43797]","[[39036 43772]
 [39086 43822]]",2,a36ab972-fe45-40f8-a84f-c37d5aed8c4e,42
140,152,152,"[37117, 42070]","[[37092 42045]
 [37142 42095]]",2,8dc11cfa-05bb-4a81-b462-daa5a0698ae7,42
138,149,149,"[40985, 40030]","[[40960 40005]
 [41010 40055]]",2,924ee197-3f86-461e-bd5f-4f97fb311ec5,42
137,148,148,"[33887, 40563]","[[33862 40538]
 [33912 40588]]",2,b2d6f36b-c456-4ee4-9285-d3e9fd21e730,42
104,109,109,"[43709, 35008]","[[43684 34983]
 [43734 35033]]",2,aac4e2fa-c1ad-42f4-b139-c9b7d5b3696b,42
135,145,145,"[39607, 39511]","[[39582 39486]
 [39632 39536]]",2,d7610fcd-5454-4a04-a9c1-eca9e66cd6da,42
134,144,144,"[39154, 38931]","[[39129 38906]
 [39179 38956]]",2,55769705-b5df-4669-bd4a-6abb782c05e9,42
132,142,142,"[37825, 39899]","[[37800 39874]
 [37850 39924]]",2,b9430f75-4a6e-49b6-94b2-bf0dbcf81027,42
107,113,113,"[23790, 35985]","[[23765 35960]
 [23815 36010]]",2,9578cba9-4f0f-4504-9b9c-a322e5cda153,42
129,138,138,"[6158, 39997]","[[ 6133 39972]
 [ 6183 40022]]",2,deab5770-8f8c-4729-bb32-0d36c57bf86d,42
127,136,136,"[38546, 38734]","[[38521 38709]
 [38571 38759]]",2,d16521c6-5d6b-44de-860d-88dcf643fab7,42
125,131,131,"[37015, 38142]","[[36990 38117]
 [37040 38167]]",2,997cd0b3-8617-418f-8ca1-9a1958853006,42
124,130,130,"[37615, 38025]","[[37590 38000]
 [37640 38050]]",2,934cbc48-3fac-491d-89f3-355970a48d39,42
123,129,129,"[8155, 38270]","[[ 8130 38245]
 [ 8180 38295]]",2,037d3d20-5fcc-49b2-a864-22b2bf896b9d,42
110,116,116,"[41841, 35854]","[[41816 35829]
 [41866 35879]]",2,37da286e-c719-4e2e-8c28-5106279c8745,42
118,124,124,"[10264, 36956]","[[10239 36931]
 [10289 36981]]",2,879210b0-82ad-4425-8abc-7fd06ee81fe5,42
117,123,123,"[8275, 36572]","[[ 8250 36547]
 [ 8300 36597]]",2,0d8a0f07-d258-4217-8aca-3518a3518473,42
116,122,122,"[7977, 36233]","[[ 7952 36208]
 [ 8002 36258]]",2,3a193eaa-08ab-477f-ab02-6c7fd2ec3c0e,42
150,162,162,"[32764, 48674]","[[32739 48649]
 [32789 48699]]",2,f7383f3a-ed2d-4fb9-bc50-2f93340d14c3,42
57,59,59,"[32728, 26173]","[[32703 26148]
 [32753 26198]]",2,58d9937d-3b0d-4949-9095-82f9c7724d5b,42
98,103,103,"[11153, 35690]","[[11128 35665]
 [11178 35715]]",2,6a856710-6ab3-4807-99cb-659e8b9d6ae3,42
94,99,99,"[7746, 34679]","[[ 7721 34654]
 [ 7771 34704]]",2,0b1511e8-a58e-4e54-9265-65ac68d9c5de,42
199,1407,1407,"[5418, 36594]","[[ 5393 36569]
 [ 5443 36619]]",2,fc3e1c81-4786-4c6d-bb40-8679ac3952a3,42
198,1406,1406,"[5335, 36590]","[[ 5310 36565]
 [ 5360 36615]]",2,1081bb7d-f589-4bcb-9870-7ec4f9304baf,42
64,67,67,"[28487, 30639]","[[28462 30614]
 [28512 30664]]",2,29003ccf-13d5-44e6-be75-16a9e8739c92,42
66,69,69,"[17102, 30944]","[[17077 30919]
 [17127 30969]]",2,33f9b8a3-a61d-44cd-9cac-b8c555de1c12,42
188,1396,1396,"[14790, 34067]","[[14765 34042]
 [14815 34092]]",2,47118562-d433-49d2-9c72-b0c1fa5242ea,42
71,74,74,"[7640, 31709]","[[ 7615 31684]
 [ 7665 31734]]",2,045427d7-af12-4fc3-ba09-1c9a96476870,42
72,75,75,"[7381, 31587]","[[ 7356 31562]
 [ 7406 31612]]",2,8245fdbf-a30d-4e8f-adcb-fcce63750220,42
76,79,79,"[13176, 32652]","[[13151 32627]
 [13201 32677]]",2,b11ab96c-8c8e-41ac-8e23-245b1a90595f,42
77,80,80,"[12988, 32700]","[[12963 32675]
 [13013 32725]]",2,a18292f0-fc81-401b-be4d-a4542618e4c4,42
179,1387,1387,"[8466, 32091]","[[ 8441 32066]
 [ 8491 32116]]",2,3d165965-5ae6-4897-84a1-7b071f2d1025,42
177,1385,1385,"[7655, 31604]","[[ 7630 31579]
 [ 7680 31629]]",2,dd3f1781-03ea-4268-968d-d57600086f74,42
173,1379,1379,"[28218, 29577]","[[28193 29552]
 [28243 29602]]",2,e5500032-4a6b-4701-8e0f-17fdcabfea54,42
82,86,86,"[14480, 32759]","[[14455 32734]
 [14505 32784]]",2,2dfa3b78-4285-49f3-b0cd-ac9581c885df,42
85,89,89,"[43306, 32661]","[[43281 32636]
 [43331 32686]]",2,bc821b0b-b0f9-4969-85de-14c0e34e106f,42
86,90,90,"[43235, 32841]","[[43210 32816]
 [43260 32866]]",2,19fdcfde-7cfe-4371-8aaa-cad32fa03fc6,42
88,92,92,"[8295, 33703]","[[ 8270 33678]
 [ 8320 33728]]",2,4e1f47a8-19c1-4429-b27a-cc10cf0499cb,42
89,94,94,"[17556, 33193]","[[17531 33168]
 [17581 33218]]",2,645bfc04-1694-4776-a067-5dcc21e3f3f5,42
90,95,95,"[17290, 33414]","[[17265 33389]
 [17315 33439]]",2,1acb96aa-996b-4a04-b0d9-f48cdd4a0934,42
91,96,96,"[4892, 34378]","[[ 4867 34353]
 [ 4917 34403]]",2,05a5f63f-5074-4dc5-8539-eedb463da025,42
92,97,97,"[6232, 34048]","[[ 6207 34023]
 [ 6257 34073]]",2,fe5a766f-89f0-4839-a290-27d530999fcc,42
160,172,172,"[34634, 52144]","[[34609 52119]
 [34659 52169]]",2,124e0380-4a0e-4694-a5ce-9d30ee34a17e,42
159,171,171,"[30389, 51321]","[[30364 51296]
 [30414 51346]]",2,e962a299-5372-4926-a332-4d954313af97,42
158,170,170,"[29550, 50913]","[[29525 50888]
 [29575 50938]]",2,1390e642-0f94-46f0-8c17-e779b9e14365,42
157,169,169,"[32990, 50488]","[[32965 50463]
 [33015 50513]]",2,9ece6b80-00c4-41a4-98cc-605fcb66b698,42
156,168,168,"[33107, 50474]","[[33082 50449]
 [33132 50499]]",2,b3b87c92-64f6-4133-9ee9-6bbb469fa56d,42
97,102,102,"[10910, 35820]","[[10885 35795]
 [10935 35845]]",2,2c7ad1c8-1293-4a4b-b651-9335d438fbb3,42
133,143,143,"[37772, 39661]","[[37747 39636]
 [37797 39686]]",2,1fd1dc45-45b5-4efa-a593-779cdd166ed3,42
